"Note that this data is not a direct pull from FHA data sources, but has been altered to preserve patient confidentiality.",,,,,,,
,,,,,,,
FileYear,Hosp_Rollup,MCCDescription,LHAName_Coded,Count of CaseID,Sum of TotalDays,Sum of AcuteLOS,Sum of ALCLOSDays
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Circulatory System,Surrey,42,577,546,31
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Digestive System,Abbotsford,1081,6986,6677,309
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Digestive System,Agassiz-Harrison,10,26,26,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Digestive System,Burnaby,23,289,289,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Digestive System,Chilliwack,77,389,389,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Digestive System,Coquitlam,25,118,118,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Digestive System,Hope,8,39,39,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Digestive System,Langley,119,943,873,70
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Digestive System,Maple Ridge,14,58,50,8
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Digestive System,Mission,177,1180,1122,58
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Digestive System,New Westminster,6,89,89,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Digestive System,Outside FH,32,127,127,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Digestive System,South Surrey/White Rock,7,91,91,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Digestive System,Surrey,13,37,37,0
2014,Abbotsford Regional Hospital & Cancer Centre,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Abbotsford,248,1567,1346,221
2014,Abbotsford Regional Hospital & Cancer Centre,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Agassiz-Harrison,12,17,17,0
2014,Abbotsford Regional Hospital & Cancer Centre,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Chilliwack,37,107,107,0
2014,Abbotsford Regional Hospital & Cancer Centre,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Hope,9,73,64,9
2014,Abbotsford Regional Hospital & Cancer Centre,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Langley,27,458,268,190
2014,Abbotsford Regional Hospital & Cancer Centre,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Maple Ridge,12,552,202,349
2014,Abbotsford Regional Hospital & Cancer Centre,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Mission,43,93,93,0
2014,Abbotsford Regional Hospital & Cancer Centre,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",New Westminster,6,12,12,0
2014,Abbotsford Regional Hospital & Cancer Centre,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Outside FH,9,34,34,0
2014,Abbotsford Regional Hospital & Cancer Centre,"Diseases & Disorders of the Endocrine System, Nutrition & Metabolism",Surrey,19,38,38,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Eye,Abbotsford,24,324,294,29
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Eye,Chilliwack,12,37,37,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Eye,Mission,7,216,163,52
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Eye,Surrey,5,11,11,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Female Reproductive System,Abbotsford,233,440,440,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Female Reproductive System,Agassiz-Harrison,17,23,23,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Female Reproductive System,Burnaby,6,6,6,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Female Reproductive System,Chilliwack,26,42,42,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Female Reproductive System,Coquitlam,5,5,5,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Female Reproductive System,Delta,5,10,10,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Female Reproductive System,Hope,6,6,6,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Female Reproductive System,Langley,20,82,82,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Female Reproductive System,Maple Ridge,7,10,10,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Female Reproductive System,Mission,87,123,123,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Female Reproductive System,Outside FH,5,7,7,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Female Reproductive System,South Surrey/White Rock,5,11,11,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Female Reproductive System,Surrey,11,13,13,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Hepatobiliary System & Pancreas,Abbotsford,304,2472,2290,182
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Hepatobiliary System & Pancreas,Agassiz-Harrison,14,63,63,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Hepatobiliary System & Pancreas,Chilliwack,18,121,121,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Hepatobiliary System & Pancreas,Coquitlam,6,344,344,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Hepatobiliary System & Pancreas,Hope,12,65,65,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Hepatobiliary System & Pancreas,Langley,47,575,511,64
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Hepatobiliary System & Pancreas,Maple Ridge,6,20,20,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Hepatobiliary System & Pancreas,Mission,49,245,241,4
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Hepatobiliary System & Pancreas,Outside FH,15,104,104,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Hepatobiliary System & Pancreas,Surrey,9,69,60,9
2014,Abbotsford Regional Hospital & Cancer Centre,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Abbotsford,476,3551,3196,355
2014,Abbotsford Regional Hospital & Cancer Centre,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Agassiz-Harrison,20,106,106,0
2014,Abbotsford Regional Hospital & Cancer Centre,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Burnaby,6,38,38,0
2014,Abbotsford Regional Hospital & Cancer Centre,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Chilliwack,62,441,441,0
2014,Abbotsford Regional Hospital & Cancer Centre,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Coquitlam,7,35,35,0
2014,Abbotsford Regional Hospital & Cancer Centre,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Hope,7,41,41,0
2014,Abbotsford Regional Hospital & Cancer Centre,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Langley,63,547,484,63
2014,Abbotsford Regional Hospital & Cancer Centre,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Maple Ridge,7,144,143,1
2014,Abbotsford Regional Hospital & Cancer Centre,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Mission,74,357,356,1
2014,Abbotsford Regional Hospital & Cancer Centre,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Outside FH,16,149,110,39
2014,Abbotsford Regional Hospital & Cancer Centre,"Diseases & Disorders of the Kidney, Urinary Tract & Male Reproductive System",Surrey,10,15,15,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Abbotsford,471,2952,2519,433
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Agassiz-Harrison,8,105,92,13
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Burnaby,7,35,35,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Chilliwack,54,204,198,6
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Coquitlam,20,51,51,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Hope,24,260,260,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Langley,53,415,410,5
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Maple Ridge,19,189,189,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Mission,83,724,574,150
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,New Westminster,6,32,32,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Outside FH,25,110,110,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,South Surrey/White Rock,16,37,37,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Musculoskeletal System & Connective Tissue,Surrey,11,42,42,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Nervous System,Abbotsford,447,4980,3792,1188
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Nervous System,Agassiz-Harrison,22,60,60,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Nervous System,Burnaby,12,18,18,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Nervous System,Chilliwack,42,549,361,188
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Nervous System,Coquitlam,28,312,243,69
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Nervous System,Delta,20,85,85,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Nervous System,Hope,26,429,423,7
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Nervous System,Langley,48,541,413,128
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Nervous System,Maple Ridge,6,28,28,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Nervous System,Mission,60,436,404,32
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Nervous System,Outside FH,19,70,70,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Nervous System,South Surrey/White Rock,5,12,12,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Nervous System,Surrey,8,76,76,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Respiratory System,Abbotsford,948,8120,7468,652
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Respiratory System,Agassiz-Harrison,22,107,107,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Respiratory System,Burnaby,11,49,49,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Respiratory System,Chilliwack,81,639,639,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Respiratory System,Coquitlam,6,92,92,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Respiratory System,Delta,10,42,42,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Respiratory System,Hope,15,102,101,1
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Respiratory System,Langley,91,830,807,23
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Respiratory System,Maple Ridge,11,137,137,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Respiratory System,Mission,119,930,913,17
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Respiratory System,New Westminster,13,286,286,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Respiratory System,Outside FH,30,174,174,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Respiratory System,South Surrey/White Rock,10,10,10,0
2014,Abbotsford Regional Hospital & Cancer Centre,Diseases & Disorders of the Respiratory System,Surrey,8,47,47,0
2014,Abbotsford Regional Hospital & Cancer Centre,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Abbotsford,190,1500,1372,128
2014,Abbotsford Regional Hospital & Cancer Centre,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Agassiz-Harrison,19,123,123,0
2014,Abbotsford Regional Hospital & Cancer Centre,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Burnaby,7,312,250,62
2014,Abbotsford Regional Hospital & Cancer Centre,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Chilliwack,24,203,203,0
2014,Abbotsford Regional Hospital & Cancer Centre,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Coquitlam,14,21,21,0
2014,Abbotsford Regional Hospital & Cancer Centre,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Hope,7,108,103,5
2014,Abbotsford Regional Hospital & Cancer Centre,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Langley,29,334,288,46
2014,Abbotsford Regional Hospital & Cancer Centre,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Maple Ridge,7,14,14,0
2014,Abbotsford Regional Hospital & Cancer Centre,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Mission,30,117,117,0
2014,Abbotsford Regional Hospital & Cancer Centre,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",New Westminster,13,19,19,0
2014,Abbotsford Regional Hospital & Cancer Centre,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Outside FH,16,121,121,0
2014,Abbotsford Regional Hospital & Cancer Centre,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",South Surrey/White Rock,5,10,10,0
2014,Abbotsford Regional Hospital & Cancer Centre,"Diseases & Disorders of the Skin, Subcutaneous Tissue & Breast",Surrey,5,66,66,0
2014,Abbotsford Regional Hospital & Cancer Centre,Mental Diseases & Disorders,Abbotsford,1028,10240,7906,2334
2014,Abbotsford Regional Hospital & Cancer Centre,Mental Diseases & Disorders,Agassiz-Harrison,7,59,59,0
2014,Abbotsford Regional Hospital & Cancer Centre,Mental Diseases & Disorders,Burnaby,8,73,54,19
2014,Abbotsford Regional Hospital & Cancer Centre,Mental Diseases & Disorders,Chilliwack,77,764,653,111
2014,Abbotsford Regional Hospital & Cancer Centre,Mental Diseases & Disorders,Coquitlam,15,190,169,21
2014,Abbotsford Regional Hospital & Cancer Centre,Mental Diseases & Disorders,Delta,6,19,19,0
2014,Abbotsford Regional Hospital & Cancer Centre,Mental Diseases & Disorders,Hope,6,223,193,30
2014,Abbotsford Regional Hospital & Cancer Centre,Mental Diseases & Disorders,Langley,84,773,627,146
2014,Abbotsford Regional Hospital & Cancer Centre,Mental Diseases & Disorders,Maple Ridge,20,174,174,0
2014,Abbotsford Regional Hospital & Cancer Centre,Mental Diseases & Disorders,Mission,232,2288,1952,336
2014,Abbotsford Regional Hospital & Cancer Centre,Mental Diseases & Disorders,New Westminster,7,57,57,0
2014,Abbotsford Regional Hospital & Cancer Centre,Mental Diseases & Disorders,Outside FH,192,1603,1429,174
2014,Abbotsford Regional Hospital & Cancer Centre,Mental Diseases & Disorders,South Surrey/White Rock,7,53,53,0
2014,Abbotsford Regional Hospital & Cancer Centre,Mental Diseases & Disorders,Surrey,46,494,341,153
2014,Abbotsford Regional Hospital & Cancer Centre,Miscellaneous CMG & Ungroupable Data,Abbotsford,10,12,12,0
2014,Abbotsford Regional Hospital & Cancer Centre,Miscellaneous CMG & Ungroupable Data,Chilliwack,19,32,32,0
2014,Abbotsford Regional Hospital & Cancer Centre,Miscellaneous CMG & Ungroupable Data,Coquitlam,11,11,11,0
2014,Abbotsford Regional Hospital & Cancer Centre,Miscellaneous CMG & Ungroupable Data,Langley,13,13,13,0
2014,Abbotsford Regional Hospital & Cancer Centre,Miscellaneous CMG & Ungroupable Data,Maple Ridge,5,5,5,0
2014,Abbotsford Regional Hospital & Cancer Centre,Miscellaneous CMG & Ungroupable Data,New Westminster,19,38,38,0
2014,Abbotsford Regional Hospital & Cancer Centre,Miscellaneous CMG & Ungroupable Data,Outside FH,7,8,8,0
2014,Abbotsford Regional Hospital & Cancer Centre,Miscellaneous CMG & Ungroupable Data,South Surrey/White Rock,20,20,20,0
2014,Abbotsford Regional Hospital & Cancer Centre,Miscellaneous CMG & Ungroupable Data,Surrey,21,21,21,0
2014,Abbotsford Regional Hospital & Cancer Centre,Multisystemic or Unspecified Site Infections,Abbotsford,216,2263,2089,174
2014,Abbotsford Regional Hospital & Cancer Centre,Multisystemic or Unspecified Site Infections,Agassiz-Harrison,13,102,102,0
2014,Abbotsford Regional Hospital & Cancer Centre,Multisystemic or Unspecified Site Infections,Chilliwack,19,153,153,0
2014,Abbotsford Regional Hospital & Cancer Centre,Multisystemic or Unspecified Site Infections,Coquitlam,23,462,457,6
2014,Abbotsford Regional Hospital & Cancer Centre,Multisystemic or Unspecified Site Infections,Delta,6,70,70,0
2014,Abbotsford Regional Hospital & Cancer Centre,Multisystemic or Unspecified Site Infections,Hope,5,24,24,0
2014,Abbotsford Regional Hospital & Cancer Centre,Multisystemic or Unspecified Site Infections,Langley,22,252,252,0
2014,Abbotsford Regional Hospital & Cancer Centre,Multisystemic or Unspecified Site Infections,Maple Ridge,7,189,189,0
2014,Abbotsford Regional Hospital & Cancer Centre,Multisystemic or Unspecified Site Infections,Mission,38,373,251,122
2014,Abbotsford Regional Hospital & Cancer Centre,Multisystemic or Unspecified Site Infections,Outside FH,9,82,82,0
2014,Abbotsford Regional Hospital & Cancer Centre,Multisystemic or Unspecified Site Infections,Surrey,25,226,226,0
2014,Abbotsford Regional Hospital & Cancer Centre,Newborns & Neonates with Conditions Originating in Perinatal Period,Abbotsford,1557,4285,4271,14
2014,Abbotsford Regional Hospital & Cancer Centre,Newborns & Neonates with Conditions Originating in Perinatal Period,Agassiz-Harrison,32,158,158,0
2014,Abbotsford Regional Hospital & Cancer Centre,Newborns & Neonates with Conditions Originating in Perinatal Period,Burnaby,11,39,39,0
2014,Abbotsford Regional Hospital & Cancer Centre,Newborns & Neonates with Conditions Originating in Perinatal Period,Chilliwack,321,1129,1129,0
2014,Abbotsford Regional Hospital & Cancer Centre,Newborns & Neonates with Conditions Originating in Perinatal Period,Coquitlam,6,8,8,0
2014,Abbotsford Regional Hospital & Cancer Centre,Newborns & Neonates with Conditions Originating in Perinatal Period,Hope,15,39,39,0
2014,Abbotsford Regional Hospital & Cancer Centre,Newborns & Neonates with Conditions Originating in Perinatal Period,Langley,150,392,391,1
2014,Abbotsford Regional Hospital & Cancer Centre,Newborns & Neonates with Conditions Originating in Perinatal Period,Maple Ridge,43,101,101,0
2014,Abbotsford Regional Hospital & Cancer Centre,Newborns & Neonates with Conditions Originating in Perinatal Period,Mission,418,1122,1119,3
2014,Abbotsford Regional Hospital & Cancer Centre,Newborns & Neonates with Conditions Originating in Perinatal Period,New Westminster,6,19,19,0
2014,Abbotsford Regional Hospital & Cancer Centre,Newborns & Neonates with Conditions Originating in Perinatal Period,Outside FH,27,86,86,0
2014,Abbotsford Regional Hospital & Cancer Centre,Newborns & Neonates with Conditions Originating in Perinatal Period,South Surrey/White Rock,6,25,25,0
2014,Abbotsford Regional Hospital & Cancer Centre,Newborns & Neonates with Conditions Originating in Perinatal Period,Surrey,46,112,112,0
2014,Abbotsford Regional Hospital & Cancer Centre,Other Reasons for Hospitalization,Abbotsford,375,5403,3819,1584
2014,Abbotsford Regional Hospital & Cancer Centre,Other Reasons for Hospitalization,Agassiz-Harrison,5,104,49,55
2014,Abbotsford Regional Hospital & Cancer Centre,Other Reasons for Hospitalization,Chilliwack,38,351,351,0
2014,Abbotsford Regional Hospital & Cancer Centre,Other Reasons for Hospitalization,Coquitlam,6,12,12,0
2014,Abbotsford Regional Hospital & Cancer Centre,Other Reasons for Hospitalization,Delta,6,55,55,0
2014,Abbotsford Regional Hospital & Cancer Centre,Other Reasons for Hospitalization,Hope,14,204,204,0
2014,Abbotsford Regional Hospital & Cancer Centre,Other Reasons for Hospitalization,Langley,45,799,657,142
2014,Abbotsford Regional Hospital & Cancer Centre,Other Reasons for Hospitalization,Maple Ridge,12,160,160,0
2014,Abbotsford Regional Hospital & Cancer Centre,Other Reasons for Hospitalization,Mission,49,775,733,42
2014,Abbotsford Regional Hospital & Cancer Centre,Other Reasons for Hospitalization,Outside FH,14,141,117,24
2014,Abbotsford Regional Hospital & Cancer Centre,Other Reasons for Hospitalization,South Surrey/White Rock,10,97,97,0
2014,Abbotsford Regional Hospital & Cancer Centre,Other Reasons for Hospitalization,Surrey,15,76,76,0
2014,Abbotsford Regional Hospital & Cancer Centre,Pregnancy & Childbirth,Abbotsford,1633,3373,3373,0
2014,Abbotsford Regional Hospital & Cancer Centre,Pregnancy & Childbirth,Agassiz-Harrison,29,61,61,0
2014,Abbotsford Regional Hospital & Cancer Centre,Pregnancy & Childbirth,Burnaby,14,27,27,0
2014,Abbotsford Regional Hospital & Cancer Centre,Pregnancy & Childbirth,Chilliwack,302,607,607,0
2014,Abbotsford Regional Hospital & Cancer Centre,Pregnancy & Childbirth,Coquitlam,5,11,11,0
2014,Abbotsford Regional Hospital & Cancer Centre,Pregnancy & Childbirth,Hope,12,23,23,0
2014,Abbotsford Regional Hospital & Cancer Centre,Pregnancy & Childbirth,Langley,154,334,334,0
2014,Abbotsford Regional Hospital & Cancer Centre,Pregnancy & Childbirth,Maple Ridge,43,94,94,0
2014,Abbotsford Regional Hospital & Cancer Centre,Pregnancy & Childbirth,Mission,455,952,952,0
2014,Abbotsford Regional Hospital & Cancer Centre,Pregnancy & Childbirth,New Westminster,6,25,25,0
2014,Abbotsford Regional Hospital & Cancer Centre,Pregnancy & Childbirth,Outside FH,26,62,62,0
2014,Abbotsford Regional Hospital & Cancer Centre,Pregnancy & Childbirth,South Surrey/White Rock,5,12,12,0
2014,Abbotsford Regional Hospital & Cancer Centre,Pregnancy & Childbirth,Surrey,48,106,106,0
2014,Abbotsford Regional Hospital & Cancer Centre,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Abbotsford,746,6458,4992,1466
2014,Abbotsford Regional Hospital & Cancer Centre,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Agassiz-Harrison,11,50,50,0
2014,Abbotsford Regional Hospital & Cancer Centre,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Burnaby,11,11,11,0
2014,Abbotsford Regional Hospital & Cancer Centre,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Chilliwack,74,369,363,6
2014,Abbotsford Regional Hospital & Cancer Centre,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Coquitlam,6,56,35,21
2014,Abbotsford Regional Hospital & Cancer Centre,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Delta,6,18,18,0
2014,Abbotsford Regional Hospital & Cancer Centre,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Hope,19,172,135,37
2014,Abbotsford Regional Hospital & Cancer Centre,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Langley,67,553,514,39
2014,Abbotsford Regional Hospital & Cancer Centre,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Maple Ridge,20,170,163,7
2014,Abbotsford Regional Hospital & Cancer Centre,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Mission,152,866,805,61
2014,Abbotsford Regional Hospital & Cancer Centre,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Outside FH,59,262,212,50
2014,Abbotsford Regional Hospital & Cancer Centre,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",South Surrey/White Rock,5,11,11,0
2014,Abbotsford Regional Hospital & Cancer Centre,"Significant Trauma, Injury, Poisoning & Toxic Effects of Drugs",Surrey,30,106,106,0
2014,Burnaby Hospital,Burns,Burnaby,6,19,19,0
2014,Burnaby Hospital,Burns,Outside FH,6,6,6,0
2014,Burnaby Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",Burnaby,150,691,649,42
2014,Burnaby Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",Chilliwack,12,76,76,0
2014,Burnaby Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",Coquitlam,34,39,39,0
2014,Burnaby Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",Delta,5,13,13,0
2014,Burnaby Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",Maple Ridge,10,11,11,0
2014,Burnaby Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",New Westminster,23,31,31,0
2014,Burnaby Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",Outside FH,67,313,306,7
2014,Burnaby Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",South Surrey/White Rock,7,7,7,0
2014,Burnaby Hospital,"Diseases & Disorders of Ear, Nose, Mouth & Throat",Surrey,31,33,33,0
2014,Burnaby Hospital,Diseases & Disorders of the Blood & Lymphatic System,Burnaby,143,1877,1760,117
2014,Burnaby Hospital,Diseases & Disorders of the Blood & Lymphatic System,Chilliwack,5,16,16,0
2014,Burnaby Hospital,Diseases & Disorders of the Blood & Lymphatic System,Coquitlam,12,28,28,0
2014,Burnaby Hospital,Diseases & Disorders of the Blood & Lymphatic System,Maple Ridge,16,22,22,0
2014,Burnaby Hospital,Diseases & Disorders of the Blood & Lymphatic System,New Westminster,6,17,17,0
2014,Burnaby Hospital,Diseases & Disorders of the Blood & Lymphatic System,Outside FH,52,281,281,0
2014,Burnaby Hospital,Diseases & Disorders of the Blood & Lymphatic System,Surrey,18,176,176,0
2014,Burnaby Hospital,Diseases & Disorders of the Circulatory System,Abbotsford,11,107,107,0
2014,Burnaby Hospital,Diseases & Disorders of the Circulatory System,Burnaby,889,6472,5955,517
2014,Burnaby Hospital,Diseases & Disorders of the Circulatory System,Chilliwack,13,67,67,0
2014,Burnaby Hospital,Diseases & Disorders of the Circulatory System,Coquitlam,19,105,105,0
2014,Burnaby Hospital,Diseases & Disorders of the Circulatory System,Delta,24,53,53,0
2014,Burnaby Hospital,Diseases & Disorders of the Circulatory System,Langley,11,71,71,0
2014,Burnaby Hospital,Diseases & Disorders of the Circulatory System,Maple Ridge,25,102,102,0
2014,Burnaby Hospital,Diseases & Disorders of the Circulatory System,Mission,5,5,5,0
2014,Burnaby Hospital,Diseases & Disorders of the Circulatory System,New Westminster,19,335,149,186
2014,Burnaby Hospital,Diseases & Disorders of the Circulatory System,Outside FH,419,3366,2976,390
2014,Burnaby Hospital,Diseases & Disorders of the Circulatory System,South Surrey/White Rock,22,49,49,0
2014,Burnaby Hospital,Diseases & Disorders of the Circulatory System,Surrey,15,85,85,0
